ShippingID,SaleID,ShippingMethod,ShippingCost,DeliveryDate,ShipmentStatus
3594,2755,Same Day,47.96,2024-05-28T00:00:00.000000000,Delayed
3595,7389,Express,55.87,2024-11-30T00:00:00.000000000,Delayed
3596,3811,Standard,36.16,2024-01-17T00:00:00.000000000,Delivered
3597,5567,Same Day,18.54,2026-03-08T00:00:00.000000000,Delayed
3598,4942,Same Day,60.15,2026-08-13T00:00:00.000000000,Delayed
3599,5445,Same Day,11.47,2026-01-14T00:00:00.000000000,Delivered
3600,9099,Same Day,46.18,2024-10-28T00:00:00.000000000,In Transit
3601,4221,Same Day,13.92,2025-06-30T00:00:00.000000000,Delayed
3602,7342,Same Day,62.79,2024-05-07T00:00:00.000000000,Delivered
3603,113,Standard,38.0,2026-05-06T00:00:00.000000000,Delivered
3604,5778,Standard,43.26,2025-01-17T00:00:00.000000000,Delayed
3605,8051,Standard,66.16,2025-05-06T00:00:00.000000000,Delivered
3606,4069,Express,45.71,2025-05-03T00:00:00.000000000,Delayed
3607,5233,Express,10.59,2026-12-27T00:00:00.000000000,In Transit
3608,5920,Standard,85.96,2025-01-11T00:00:00.000000000,Delivered
3609,4783,Express,20.47,2025-04-29T00:00:00.000000000,In Transit
3610,4426,Express,10.53,2025-07-03T00:00:00.000000000,Delayed
3611,148,Same Day,31.22,2025-02-20T00:00:00.000000000,Delayed
3612,2405,Express,44.2,2025-07-25T00:00:00.000000000,Delivered
3613,8726,Standard,27.34,2025-11-07T00:00:00.000000000,In Transit
3614,2126,Standard,75.65,2024-11-23T00:00:00.000000000,In Transit
3615,1447,Standard,21.71,2025-09-08T00:00:00.000000000,Delayed
3616,1210,Express,61.57,2025-12-23T00:00:00.000000000,Delivered
3617,3698,Same Day,40.74,2024-01-23T00:00:00.000000000,In Transit
3618,3490,Same Day,98.44,2025-10-25T00:00:00.000000000,In Transit
3619,7239,Express,78.83,2026-12-12T00:00:00.000000000,In Transit
3620,6035,Express,73.86,2024-03-20T00:00:00.000000000,Delayed
3621,6537,Same Day,67.16,2026-06-30T00:00:00.000000000,In Transit
3622,4779,Standard,73.04,2025-09-04T00:00:00.000000000,In Transit
3623,3076,Same Day,54.4,2025-02-15T00:00:00.000000000,Delayed
3624,9365,Same Day,14.17,2024-05-14T00:00:00.000000000,Delayed
3625,6474,Standard,50.32,2026-07-19T00:00:00.000000000,Delivered
3626,8740,Standard,41.75,2025-09-12T00:00:00.000000000,Delivered
3627,8849,Express,89.49,2025-10-31T00:00:00.000000000,In Transit
3628,6431,Same Day,98.4,2025-02-23T00:00:00.000000000,Delayed
3629,5274,Standard,56.99,2025-12-26T00:00:00.000000000,Delayed
3630,8726,Standard,95.48,2024-03-04T00:00:00.000000000,Delivered
3631,7592,Standard,77.06,2024-06-29T00:00:00.000000000,Delayed
3632,7303,Standard,12.01,2025-09-12T00:00:00.000000000,Delivered
3633,7806,Express,57.76,2024-08-06T00:00:00.000000000,In Transit
3634,9358,Express,42.71,2025-12-16T00:00:00.000000000,Delivered
3635,3120,Express,86.66,2024-06-12T00:00:00.000000000,Delivered
3636,5135,Same Day,10.08,2026-09-19T00:00:00.000000000,Delayed
3637,9512,Standard,45.69,2025-09-12T00:00:00.000000000,In Transit
3638,3059,Same Day,87.28,2026-01-12T00:00:00.000000000,Delayed
3639,3895,Express,98.16,2025-10-08T00:00:00.000000000,Delivered
3640,8297,Standard,5.92,2026-05-25T00:00:00.000000000,In Transit
3641,6661,Standard,94.71,2025-02-27T00:00:00.000000000,Delayed
3642,9253,Express,59.78,2026-08-06T00:00:00.000000000,In Transit
3643,5643,Express,8.81,2026-08-22T00:00:00.000000000,Delivered
3644,3863,Standard,31.19,2025-11-14T00:00:00.000000000,Delayed
3645,2174,Express,89.99,2024-09-18T00:00:00.000000000,Delivered
3646,8376,Express,41.36,2025-01-18T00:00:00.000000000,Delivered
3647,6987,Standard,35.75,2025-11-26T00:00:00.000000000,Delivered
3648,3132,Standard,6.69,2026-06-13T00:00:00.000000000,Delayed
3649,6023,Standard,11.57,2025-10-14T00:00:00.000000000,Delayed
3650,862,Express,79.75,2025-10-13T00:00:00.000000000,Delivered
3651,1672,Standard,57.89,2026-11-09T00:00:00.000000000,Delivered
3652,4712,Express,18.32,2026-08-23T00:00:00.000000000,In Transit
3653,4494,Express,29.43,2025-01-07T00:00:00.000000000,Delivered
3654,8792,Same Day,11.68,2025-05-28T00:00:00.000000000,In Transit
3655,566,Same Day,27.02,2025-03-19T00:00:00.000000000,Delayed
3656,9003,Standard,49.53,2024-11-08T00:00:00.000000000,In Transit
3657,5694,Same Day,72.12,2025-08-20T00:00:00.000000000,In Transit
3658,3579,Express,86.24,2024-01-25T00:00:00.000000000,In Transit
3659,3155,Express,48.61,2026-08-18T00:00:00.000000000,Delivered
3660,9191,Same Day,52.68,2024-07-10T00:00:00.000000000,Delivered
3661,2124,Express,38.37,2025-09-22T00:00:00.000000000,Delayed
3662,1803,Standard,19.32,2025-06-04T00:00:00.000000000,Delayed
3663,8749,Standard,70.58,2026-07-11T00:00:00.000000000,Delivered
3664,3748,Express,71.71,2024-05-26T00:00:00.000000000,In Transit
3665,9959,Same Day,97.29,2025-05-14T00:00:00.000000000,In Transit
3666,7058,Express,20.49,2025-02-20T00:00:00.000000000,Delayed
3667,5973,Express,92.72,2025-09-03T00:00:00.000000000,In Transit
3668,6906,Same Day,37.61,2026-05-11T00:00:00.000000000,Delivered
3669,4132,Standard,29.41,2024-05-04T00:00:00.000000000,In Transit
3670,1480,Express,35.07,2024-12-24T00:00:00.000000000,Delivered
3671,303,Standard,16.33,2025-03-24T00:00:00.000000000,Delivered
3672,8562,Express,65.17,2026-12-01T00:00:00.000000000,In Transit
3673,2529,Standard,52.56,2026-10-04T00:00:00.000000000,Delivered
3674,4041,Express,52.02,2024-11-22T00:00:00.000000000,Delivered
3675,1597,Same Day,82.63,2026-02-02T00:00:00.000000000,In Transit
3676,4890,Standard,54.79,2025-04-20T00:00:00.000000000,Delayed
3677,1584,Express,33.62,2024-12-05T00:00:00.000000000,In Transit
3678,3370,Express,58.47,2025-04-26T00:00:00.000000000,In Transit
3679,4084,Same Day,89.99,2026-12-28T00:00:00.000000000,In Transit
3680,2223,Express,17.17,2026-02-11T00:00:00.000000000,Delivered
3681,3759,Same Day,72.92,2026-03-15T00:00:00.000000000,Delivered
3682,801,Same Day,92.85,2025-03-23T00:00:00.000000000,In Transit
3683,8898,Standard,67.28,2024-12-10T00:00:00.000000000,Delivered
3684,8915,Express,14.89,2025-04-24T00:00:00.000000000,Delayed
3685,9104,Standard,51.2,2026-09-10T00:00:00.000000000,In Transit
3686,3171,Express,67.13,2026-11-20T00:00:00.000000000,In Transit
3687,1669,Standard,79.34,2026-09-07T00:00:00.000000000,Delayed
3688,9340,Standard,76.93,2024-05-31T00:00:00.000000000,Delivered
3689,6777,Same Day,10.01,2024-01-17T00:00:00.000000000,Delivered
3690,8587,Same Day,65.1,2024-05-14T00:00:00.000000000,Delivered
3691,855,Express,57.05,2026-10-12T00:00:00.000000000,Delivered
3692,3026,Express,55.44,2024-06-09T00:00:00.000000000,Delivered
3693,1320,Same Day,86.57,2025-04-25T00:00:00.000000000,In Transit
3694,7370,Same Day,43.54,2025-01-15T00:00:00.000000000,Delayed
3695,4073,Express,76.97,2025-10-17T00:00:00.000000000,Delivered
3696,1334,Express,50.78,2025-07-21T00:00:00.000000000,Delivered
3697,5202,Standard,24.28,2025-11-26T00:00:00.000000000,Delivered
3698,9820,Same Day,18.56,2025-11-24T00:00:00.000000000,Delayed
3699,9462,Standard,15.56,2025-11-20T00:00:00.000000000,Delayed
3700,5940,Express,22.73,2026-02-11T00:00:00.000000000,In Transit
3701,4980,Express,5.75,2026-06-05T00:00:00.000000000,Delayed
3702,3406,Standard,66.19,2025-03-27T00:00:00.000000000,Delayed
3703,4426,Standard,96.03,2026-05-11T00:00:00.000000000,Delivered
3704,9421,Same Day,14.49,2026-07-23T00:00:00.000000000,In Transit
3705,405,Express,22.71,2024-08-11T00:00:00.000000000,Delivered
3706,599,Express,73.27,2025-11-28T00:00:00.000000000,In Transit
3707,3005,Standard,60.99,2024-12-27T00:00:00.000000000,In Transit
3708,6646,Same Day,52.41,2024-05-24T00:00:00.000000000,In Transit
3709,1253,Express,12.98,2024-09-19T00:00:00.000000000,Delayed
3710,363,Standard,91.62,2026-11-29T00:00:00.000000000,Delayed
3711,3066,Standard,50.14,2026-04-07T00:00:00.000000000,In Transit
3712,6255,Express,96.16,2025-03-21T00:00:00.000000000,Delayed
3713,790,Standard,99.48,2024-07-31T00:00:00.000000000,Delayed
3714,3409,Same Day,41.0,2026-02-05T00:00:00.000000000,In Transit
3715,900,Express,94.24,2024-09-15T00:00:00.000000000,In Transit
3716,360,Same Day,46.43,2026-02-02T00:00:00.000000000,In Transit
3717,8241,Express,13.76,2024-04-25T00:00:00.000000000,Delivered
3718,1382,Express,17.52,2024-05-26T00:00:00.000000000,Delivered
3719,7423,Express,25.47,2024-03-23T00:00:00.000000000,Delivered
3720,952,Same Day,71.71,2026-09-17T00:00:00.000000000,In Transit
3721,3737,Standard,45.84,2024-07-28T00:00:00.000000000,In Transit
3722,7649,Same Day,70.22,2024-11-05T00:00:00.000000000,Delayed
3723,32,Express,44.48,2024-09-11T00:00:00.000000000,In Transit
3724,1632,Express,54.93,2026-07-08T00:00:00.000000000,Delivered
3725,9922,Express,69.2,2026-01-03T00:00:00.000000000,Delayed
3726,1321,Standard,49.47,2026-02-25T00:00:00.000000000,Delayed
3727,2451,Standard,57.41,2026-06-06T00:00:00.000000000,Delivered
3728,4815,Standard,40.78,2026-09-29T00:00:00.000000000,Delayed
3729,4848,Same Day,88.67,2024-12-26T00:00:00.000000000,In Transit
3730,4563,Express,46.28,2026-12-03T00:00:00.000000000,In Transit
3731,3625,Standard,56.52,2024-01-15T00:00:00.000000000,In Transit
3732,1574,Express,73.98,2026-11-10T00:00:00.000000000,In Transit
3733,7292,Same Day,66.29,2026-07-08T00:00:00.000000000,Delayed
3734,836,Express,63.49,2026-08-21T00:00:00.000000000,Delivered
3735,7431,Same Day,64.82,2026-06-29T00:00:00.000000000,Delivered
3736,3224,Same Day,84.23,2025-08-25T00:00:00.000000000,In Transit
3737,7268,Same Day,7.94,2025-01-16T00:00:00.000000000,Delayed
3738,4822,Standard,48.99,2025-10-26T00:00:00.000000000,Delivered
3739,454,Same Day,41.62,2024-11-26T00:00:00.000000000,Delivered
3740,7335,Express,47.46,2026-06-12T00:00:00.000000000,Delayed
3741,5006,Same Day,71.83,2024-07-18T00:00:00.000000000,Delivered
3742,5649,Same Day,90.44,2025-02-18T00:00:00.000000000,Delivered
3743,8677,Express,66.99,2025-02-10T00:00:00.000000000,In Transit
3744,4919,Same Day,12.03,2026-11-08T00:00:00.000000000,In Transit
3745,9261,Standard,71.07,2026-05-09T00:00:00.000000000,Delayed
3746,9840,Same Day,17.03,2026-01-19T00:00:00.000000000,In Transit
3747,5378,Express,68.53,2024-04-23T00:00:00.000000000,Delivered
3748,3111,Standard,53.3,2024-01-09T00:00:00.000000000,Delivered
3749,4708,Same Day,49.22,2024-10-11T00:00:00.000000000,Delivered
3750,9661,Express,34.04,2025-04-23T00:00:00.000000000,Delivered
3751,977,Express,92.87,2026-07-27T00:00:00.000000000,Delayed
3752,6705,Express,49.26,2024-06-13T00:00:00.000000000,Delayed
3753,8450,Express,11.02,2025-03-08T00:00:00.000000000,In Transit
3754,7973,Same Day,75.87,2025-07-10T00:00:00.000000000,Delayed
3755,2555,Express,55.04,2026-12-07T00:00:00.000000000,Delivered
3756,3600,Same Day,65.78,2026-12-24T00:00:00.000000000,Delayed
3757,1216,Express,50.91,2026-11-15T00:00:00.000000000,Delivered
3758,6057,Standard,30.9,2025-05-13T00:00:00.000000000,Delivered
3759,1244,Express,53.17,2025-09-01T00:00:00.000000000,Delayed
3760,4819,Express,86.18,2025-01-26T00:00:00.000000000,In Transit
3761,1463,Same Day,50.82,2026-05-11T00:00:00.000000000,Delivered
3762,6696,Same Day,11.67,2024-12-12T00:00:00.000000000,In Transit
3763,7569,Same Day,82.01,2025-08-08T00:00:00.000000000,Delivered
3764,4469,Standard,89.76,2025-07-03T00:00:00.000000000,In Transit
3765,8651,Same Day,28.11,2025-10-28T00:00:00.000000000,Delayed
3766,9707,Express,39.63,2024-02-28T00:00:00.000000000,In Transit
3767,9412,Express,17.29,2024-06-23T00:00:00.000000000,Delivered
3768,9612,Express,63.88,2024-05-20T00:00:00.000000000,Delayed
3769,5984,Same Day,93.5,2025-07-23T00:00:00.000000000,In Transit
3770,6217,Standard,33.78,2026-09-29T00:00:00.000000000,In Transit
3771,2185,Standard,6.55,2025-06-11T00:00:00.000000000,In Transit
3772,666,Express,24.71,2026-11-05T00:00:00.000000000,Delayed
3773,5889,Express,49.79,2026-02-17T00:00:00.000000000,In Transit
3774,8592,Same Day,8.25,2026-06-04T00:00:00.000000000,Delivered
3775,3990,Same Day,16.54,2025-12-11T00:00:00.000000000,Delayed
3776,6066,Same Day,31.11,2025-12-05T00:00:00.000000000,Delayed
3777,5482,Standard,13.46,2024-01-22T00:00:00.000000000,Delivered
3778,6997,Express,62.83,2025-10-03T00:00:00.000000000,Delivered
3779,5218,Same Day,34.74,2024-03-04T00:00:00.000000000,Delayed
3780,3816,Express,94.97,2026-04-14T00:00:00.000000000,In Transit
3781,4733,Same Day,83.49,2024-06-06T00:00:00.000000000,Delivered
3782,4789,Standard,8.95,2026-08-16T00:00:00.000000000,In Transit
3783,8935,Standard,25.37,2025-06-01T00:00:00.000000000,Delayed
3784,5297,Same Day,78.75,2026-06-14T00:00:00.000000000,Delivered
3785,342,Standard,5.11,2025-10-03T00:00:00.000000000,In Transit
3786,8659,Express,59.71,2025-08-21T00:00:00.000000000,In Transit
3787,6009,Same Day,10.57,2026-01-18T00:00:00.000000000,In Transit
3788,2709,Same Day,99.0,2025-05-30T00:00:00.000000000,In Transit
3789,5924,Express,43.33,2026-01-12T00:00:00.000000000,Delivered
3790,8193,Same Day,73.54,2026-12-02T00:00:00.000000000,Delayed
3791,5230,Express,90.0,2025-12-16T00:00:00.000000000,Delivered
3792,6961,Express,53.21,2024-06-12T00:00:00.000000000,Delayed
3793,2376,Same Day,8.22,2025-06-30T00:00:00.000000000,Delivered
3794,4831,Same Day,41.52,2026-02-24T00:00:00.000000000,Delivered
3795,5863,Standard,52.18,2026-01-12T00:00:00.000000000,Delivered
3796,4566,Standard,31.46,2024-02-03T00:00:00.000000000,Delivered
3797,4842,Express,33.11,2024-01-07T00:00:00.000000000,Delivered
3798,7318,Same Day,34.97,2025-08-19T00:00:00.000000000,Delayed
3799,9578,Standard,39.68,2024-08-27T00:00:00.000000000,Delivered
3800,6492,Express,35.68,2025-02-26T00:00:00.000000000,In Transit
3801,6562,Same Day,98.33,2025-04-20T00:00:00.000000000,In Transit
3802,6187,Express,95.99,2026-01-22T00:00:00.000000000,Delivered
3803,9704,Same Day,19.24,2025-04-22T00:00:00.000000000,Delayed
3804,406,Same Day,97.03,2024-07-07T00:00:00.000000000,Delivered
3805,691,Same Day,69.66,2024-07-01T00:00:00.000000000,Delayed
3806,4984,Same Day,22.42,2026-05-15T00:00:00.000000000,Delayed
3807,7969,Same Day,61.64,2026-11-04T00:00:00.000000000,Delayed
3808,9221,Same Day,7.3,2026-10-12T00:00:00.000000000,Delivered
3809,6043,Same Day,73.31,2026-04-24T00:00:00.000000000,Delivered
3810,9628,Express,66.33,2025-12-29T00:00:00.000000000,In Transit
3811,1006,Same Day,89.23,2024-11-30T00:00:00.000000000,Delivered
3812,9610,Standard,10.31,2026-09-10T00:00:00.000000000,In Transit
3813,9476,Standard,59.03,2024-02-27T00:00:00.000000000,Delayed
3814,3540,Express,63.52,2026-06-04T00:00:00.000000000,Delayed
3815,2626,Express,19.36,2024-04-06T00:00:00.000000000,In Transit
3816,5829,Express,61.3,2024-08-13T00:00:00.000000000,Delivered
3817,6419,Express,33.51,2026-07-30T00:00:00.000000000,Delivered
3818,3818,Express,29.66,2025-09-28T00:00:00.000000000,In Transit
3819,9560,Same Day,66.22,2025-03-27T00:00:00.000000000,In Transit
3820,2980,Express,31.05,2024-04-06T00:00:00.000000000,Delayed
3821,5960,Standard,17.14,2024-02-10T00:00:00.000000000,Delivered
3822,9899,Standard,69.8,2024-12-25T00:00:00.000000000,In Transit
3823,5291,Same Day,96.58,2024-04-04T00:00:00.000000000,In Transit
3824,9830,Express,90.7,2025-06-06T00:00:00.000000000,In Transit
3825,523,Standard,31.63,2026-01-21T00:00:00.000000000,Delayed
3826,3166,Express,54.03,2024-12-18T00:00:00.000000000,Delivered
3827,1128,Express,44.43,2026-07-23T00:00:00.000000000,Delivered
3828,1100,Standard,49.07,2024-11-12T00:00:00.000000000,Delayed
3829,5231,Same Day,40.73,2025-08-21T00:00:00.000000000,In Transit
3830,4775,Same Day,37.77,2026-09-02T00:00:00.000000000,Delayed
3831,1206,Express,73.49,2026-04-23T00:00:00.000000000,Delayed
3832,5772,Same Day,55.13,2026-03-16T00:00:00.000000000,Delayed
3833,6565,Same Day,18.4,2025-09-16T00:00:00.000000000,Delivered
3834,1106,Same Day,47.22,2026-09-22T00:00:00.000000000,In Transit
3835,2215,Express,54.06,2025-10-30T00:00:00.000000000,Delayed
3836,8730,Express,68.12,2025-09-01T00:00:00.000000000,Delayed
3837,3518,Express,68.41,2024-03-15T00:00:00.000000000,Delivered
3838,5991,Same Day,37.45,2026-09-07T00:00:00.000000000,In Transit
3839,6643,Same Day,70.66,2026-09-26T00:00:00.000000000,Delayed
3840,7406,Express,38.46,2026-11-20T00:00:00.000000000,In Transit
3841,6085,Standard,67.23,2025-11-08T00:00:00.000000000,Delayed
3842,9048,Standard,65.72,2026-03-25T00:00:00.000000000,Delivered
3843,9434,Same Day,25.37,2026-10-26T00:00:00.000000000,Delivered
3844,1914,Same Day,93.31,2025-08-09T00:00:00.000000000,In Transit
3845,8276,Standard,10.24,2026-05-01T00:00:00.000000000,Delayed
3846,2644,Same Day,99.95,2025-08-09T00:00:00.000000000,Delivered
3847,7802,Express,11.67,2025-11-25T00:00:00.000000000,In Transit
3848,1729,Same Day,18.29,2025-11-29T00:00:00.000000000,Delayed
3849,6716,Standard,51.66,2024-09-11T00:00:00.000000000,Delivered
3850,3220,Same Day,70.9,2026-03-07T00:00:00.000000000,Delayed
3851,5080,Standard,11.78,2026-01-03T00:00:00.000000000,Delayed
3852,1551,Standard,46.04,2024-09-02T00:00:00.000000000,In Transit
3853,5083,Express,12.93,2025-03-01T00:00:00.000000000,Delivered
3854,8370,Express,55.24,2026-10-02T00:00:00.000000000,Delivered
3855,253,Same Day,19.42,2024-11-27T00:00:00.000000000,Delivered
3856,7298,Standard,16.33,2026-05-07T00:00:00.000000000,Delayed
3857,3265,Express,54.92,2024-01-31T00:00:00.000000000,In Transit
3858,1502,Express,84.42,2025-04-26T00:00:00.000000000,Delivered
3859,3025,Standard,44.83,2026-02-05T00:00:00.000000000,In Transit
3860,5389,Standard,67.53,2026-07-21T00:00:00.000000000,Delivered
3861,2588,Same Day,24.06,2026-07-01T00:00:00.000000000,Delivered
3862,4172,Same Day,18.07,2024-03-14T00:00:00.000000000,In Transit
3863,2501,Express,40.42,2024-08-30T00:00:00.000000000,Delayed
3864,1814,Standard,46.77,2025-05-09T00:00:00.000000000,Delivered
3865,8683,Same Day,81.89,2024-03-12T00:00:00.000000000,Delayed
3866,2784,Same Day,93.58,2026-11-16T00:00:00.000000000,Delivered
3867,46,Same Day,18.81,2025-08-02T00:00:00.000000000,Delayed
3868,2355,Same Day,87.95,2024-05-19T00:00:00.000000000,In Transit
3869,3515,Same Day,74.61,2025-09-20T00:00:00.000000000,Delayed
3870,6330,Standard,48.85,2025-04-15T00:00:00.000000000,Delayed
3871,145,Express,96.23,2025-02-15T00:00:00.000000000,Delayed
3872,9846,Standard,35.0,2025-01-20T00:00:00.000000000,Delivered
3873,4156,Standard,39.93,2025-12-14T00:00:00.000000000,Delayed
3874,6285,Same Day,31.17,2024-01-31T00:00:00.000000000,In Transit
3875,1822,Standard,97.92,2025-07-30T00:00:00.000000000,Delivered
3876,7744,Express,89.16,2024-02-26T00:00:00.000000000,In Transit
3877,3200,Same Day,88.31,2024-07-14T00:00:00.000000000,In Transit
3878,5164,Express,48.07,2024-02-22T00:00:00.000000000,Delivered
3879,6282,Express,79.73,2024-02-05T00:00:00.000000000,In Transit
3880,7914,Standard,31.04,2025-01-04T00:00:00.000000000,In Transit
3881,4530,Standard,13.51,2025-06-11T00:00:00.000000000,Delayed
3882,1235,Express,58.2,2024-05-26T00:00:00.000000000,Delayed
3883,6041,Express,62.61,2026-12-25T00:00:00.000000000,In Transit
3884,7880,Same Day,39.98,2025-10-01T00:00:00.000000000,Delivered
3885,5442,Express,12.64,2024-04-30T00:00:00.000000000,Delivered
3886,2008,Standard,29.52,2026-07-01T00:00:00.000000000,Delayed
3887,2430,Standard,54.16,2025-09-11T00:00:00.000000000,In Transit
3888,3031,Standard,49.56,2024-07-22T00:00:00.000000000,In Transit
3889,7179,Standard,92.88,2025-05-03T00:00:00.000000000,In Transit
3890,8538,Standard,11.47,2025-04-02T00:00:00.000000000,Delivered
3891,672,Same Day,67.81,2026-06-24T00:00:00.000000000,In Transit
3892,6312,Express,72.76,2025-09-11T00:00:00.000000000,In Transit
3893,5593,Same Day,74.21,2025-05-01T00:00:00.000000000,In Transit
3894,4657,Standard,37.16,2025-02-21T00:00:00.000000000,Delayed
3895,4071,Express,56.14,2025-07-05T00:00:00.000000000,In Transit
3896,3114,Standard,64.02,2026-08-23T00:00:00.000000000,In Transit
3897,6600,Express,80.21,2026-10-03T00:00:00.000000000,In Transit
3898,5293,Same Day,41.73,2024-01-24T00:00:00.000000000,Delivered
3899,7516,Standard,15.02,2025-06-28T00:00:00.000000000,Delayed
3900,735,Same Day,94.54,2026-03-03T00:00:00.000000000,In Transit
3901,2582,Same Day,56.94,2026-12-06T00:00:00.000000000,Delivered
3902,7711,Standard,12.99,2025-08-06T00:00:00.000000000,Delayed
3903,7179,Express,78.98,2026-06-21T00:00:00.000000000,In Transit
3904,8053,Standard,71.88,2024-03-17T00:00:00.000000000,In Transit
3905,8760,Same Day,70.75,2025-11-18T00:00:00.000000000,In Transit
3906,289,Same Day,42.29,2024-12-17T00:00:00.000000000,Delayed
3907,4721,Express,44.92,2025-07-24T00:00:00.000000000,Delivered
3908,4476,Same Day,23.73,2025-02-25T00:00:00.000000000,Delayed
3909,7275,Express,94.65,2024-10-21T00:00:00.000000000,Delayed
3910,890,Same Day,68.17,2026-07-12T00:00:00.000000000,In Transit
3911,6064,Standard,46.96,2024-08-20T00:00:00.000000000,Delivered
3912,7128,Standard,43.45,2026-06-07T00:00:00.000000000,Delayed
3913,5450,Express,79.61,2024-05-28T00:00:00.000000000,Delayed
3914,7222,Standard,55.07,2024-03-31T00:00:00.000000000,Delayed
3915,8687,Same Day,27.55,2024-02-28T00:00:00.000000000,Delivered
3916,9142,Standard,43.03,2024-11-24T00:00:00.000000000,In Transit
3917,4666,Standard,28.44,2025-09-16T00:00:00.000000000,Delivered
3918,908,Standard,91.96,2026-06-30T00:00:00.000000000,In Transit
3919,5563,Standard,34.41,2024-11-07T00:00:00.000000000,Delivered
3920,2448,Standard,90.72,2026-03-14T00:00:00.000000000,Delayed
3921,6840,Same Day,51.13,2026-08-07T00:00:00.000000000,Delivered
3922,3076,Same Day,87.07,2025-11-28T00:00:00.000000000,Delayed
3923,8073,Standard,75.97,2025-06-09T00:00:00.000000000,Delayed
3924,3708,Same Day,73.0,2025-07-08T00:00:00.000000000,Delayed
3925,1546,Standard,5.65,2026-10-14T00:00:00.000000000,In Transit
3926,7340,Standard,94.62,2024-08-01T00:00:00.000000000,In Transit
3927,9151,Express,8.11,2024-12-31T00:00:00.000000000,Delayed
3928,7014,Same Day,30.74,2024-10-31T00:00:00.000000000,In Transit
3929,3124,Same Day,22.04,2024-09-27T00:00:00.000000000,In Transit
3930,322,Express,96.76,2026-10-30T00:00:00.000000000,Delayed
3931,1865,Same Day,60.87,2024-09-28T00:00:00.000000000,Delivered
3932,8623,Same Day,74.55,2026-01-07T00:00:00.000000000,Delivered
3933,5119,Standard,99.42,2026-09-08T00:00:00.000000000,Delayed
3934,6421,Express,85.7,2026-08-25T00:00:00.000000000,Delivered
3935,5249,Standard,93.39,2026-12-08T00:00:00.000000000,Delivered
3936,7501,Express,95.82,2025-07-02T00:00:00.000000000,Delayed
3937,1196,Same Day,16.59,2025-05-05T00:00:00.000000000,Delivered
3938,4531,Same Day,90.92,2024-10-11T00:00:00.000000000,In Transit
3939,3934,Same Day,43.29,2026-07-12T00:00:00.000000000,In Transit
3940,7883,Same Day,7.59,2024-08-07T00:00:00.000000000,In Transit
3941,3265,Standard,85.68,2026-08-12T00:00:00.000000000,Delivered
3942,9086,Express,38.55,2024-03-26T00:00:00.000000000,Delayed
3943,3857,Same Day,24.27,2025-11-14T00:00:00.000000000,In Transit
3944,4729,Same Day,32.84,2025-07-10T00:00:00.000000000,Delivered
3945,8689,Same Day,96.88,2026-03-22T00:00:00.000000000,Delivered
3946,247,Express,99.09,2025-06-30T00:00:00.000000000,Delayed
3947,7573,Standard,52.66,2024-07-15T00:00:00.000000000,Delivered
3948,3805,Same Day,52.13,2024-12-31T00:00:00.000000000,Delivered
3949,8044,Express,23.38,2025-01-20T00:00:00.000000000,Delayed
3950,6831,Standard,35.42,2025-02-18T00:00:00.000000000,Delayed
3951,8989,Same Day,21.38,2025-07-30T00:00:00.000000000,Delivered
3952,6157,Standard,61.48,2024-10-15T00:00:00.000000000,Delayed
3953,3908,Standard,71.36,2024-06-17T00:00:00.000000000,Delivered
3954,3189,Express,21.91,2024-08-21T00:00:00.000000000,Delivered
3955,2500,Standard,52.06,2025-02-01T00:00:00.000000000,Delivered
3956,6744,Express,14.62,2026-02-02T00:00:00.000000000,Delayed
3957,7038,Express,44.97,2025-03-26T00:00:00.000000000,Delivered
3958,4045,Express,98.39,2025-10-14T00:00:00.000000000,Delivered
3959,7727,Standard,39.25,2026-07-05T00:00:00.000000000,In Transit
3960,9105,Same Day,66.89,2026-10-09T00:00:00.000000000,In Transit
3961,889,Standard,68.61,2024-04-07T00:00:00.000000000,Delivered
3962,5847,Standard,34.43,2026-11-16T00:00:00.000000000,Delivered
3963,6057,Standard,89.86,2026-05-24T00:00:00.000000000,Delayed
3964,8106,Same Day,73.28,2025-06-02T00:00:00.000000000,Delayed
3965,7028,Standard,20.27,2025-08-04T00:00:00.000000000,Delayed
3966,412,Standard,60.53,2026-06-27T00:00:00.000000000,In Transit
3967,2773,Same Day,54.11,2024-09-21T00:00:00.000000000,Delayed
3968,6327,Express,35.79,2026-09-26T00:00:00.000000000,In Transit
3969,7301,Express,62.05,2025-09-03T00:00:00.000000000,In Transit
3970,6604,Express,30.31,2025-11-04T00:00:00.000000000,In Transit
3971,7579,Express,72.96,2026-09-18T00:00:00.000000000,Delayed
3972,8775,Standard,70.96,2026-12-05T00:00:00.000000000,Delivered
3973,823,Same Day,77.84,2026-07-20T00:00:00.000000000,Delayed
3974,3259,Express,19.71,2024-03-11T00:00:00.000000000,Delivered
3975,9686,Same Day,57.22,2024-01-15T00:00:00.000000000,In Transit
3976,4684,Same Day,29.65,2025-12-01T00:00:00.000000000,Delivered
3977,9634,Same Day,47.78,2024-09-24T00:00:00.000000000,Delivered
3978,8839,Standard,34.59,2024-08-18T00:00:00.000000000,Delayed
3979,3719,Standard,5.67,2025-07-02T00:00:00.000000000,Delivered
3980,2066,Standard,75.35,2024-05-31T00:00:00.000000000,Delayed
3981,6718,Same Day,75.77,2024-12-18T00:00:00.000000000,Delivered
